colony	treatment	tag	age	status	alive_at_sampling_time	measured_load_ng_per_uL	above_detection_threshold	REP_treat
colony08BP	pathogen.big	156	NA	treated	TRUE	5.31628187936891	TRUE	R8BP
colony12BP	pathogen.big	166	NA	treated	TRUE	0.805495280174115	TRUE	R12BP
colony05BP	pathogen.big	169	NA	untreated	TRUE	0.023057647738659	TRUE	R5BP
colony08BP	pathogen.big	157	NA	untreated	TRUE	0.001203656318574	TRUE	R8BP
colony12BP	pathogen.big	167	NA	untreated	TRUE	0.019570188103393	TRUE	R12BP
colony01SP	pathogen.small	29	NA	untreated	TRUE	0.003616054771452	TRUE	R1SP
colony05BP	pathogen.big	170	NA	untreated	TRUE	0.558135954259267	TRUE	R5BP
colony08BP	pathogen.big	158	NA	untreated	TRUE	0.001536710292225	TRUE	R8BP
colony12BP	pathogen.big	168	NA	untreated	TRUE	0.002874855364571	TRUE	R12BP
colony05BP	pathogen.big	171	NA	untreated	TRUE	0.830911940538645	TRUE	R5BP
colony08BP	pathogen.big	159	NA	untreated	TRUE	0.006259649266485	TRUE	R8BP
colony05BP	pathogen.big	172	NA	untreated	TRUE	0.000977529787083	TRUE	R5BP
colony08BP	pathogen.big	160	NA	untreated	TRUE	0.22099578979916	TRUE	R8BP
colony12BP	pathogen.big	169	NA	untreated	TRUE	0.006963298295679	TRUE	R12BP
colony05BP	pathogen.big	173	NA	untreated	TRUE	0.341334353559477	TRUE	R5BP
colony08BP	pathogen.big	161	NA	treated	TRUE	8.55140548467373	TRUE	R8BP
colony12BP	pathogen.big	170	NA	untreated	TRUE	0.000937085029894	TRUE	R12BP
colony05BP	pathogen.big	174	NA	untreated	TRUE	0.51644015167235	TRUE	R5BP
colony08BP	pathogen.big	162	NA	untreated	TRUE	0.03266479974155	TRUE	R8BP
colony12BP	pathogen.big	171	NA	treated	TRUE	2.64627515884027	TRUE	R12BP
colony05BP	pathogen.big	175	NA	untreated	TRUE	0.102451896006572	TRUE	R5BP
colony08BP	pathogen.big	163	NA	untreated	TRUE	0.029284647447242	TRUE	R8BP
colony12BP	pathogen.big	172	NA	untreated	TRUE	0.005290941990679	TRUE	R12BP
colony01SP	pathogen.small	30	NA	untreated	TRUE	0.008137996523697	TRUE	R1SP
colony05BP	pathogen.big	176	NA	untreated	TRUE	0.003309900968684	TRUE	R5BP
colony12BP	pathogen.big	173	NA	untreated	TRUE	0.007143499192931	TRUE	R12BP
colony03BP	pathogen.big	162	NA	untreated	TRUE	0.001412449730179	TRUE	R3BP
colony05SP	pathogen.small	29	NA	untreated	TRUE	0.001734237208956	TRUE	R5SP
colony12BP	pathogen.big	174	NA	untreated	TRUE	0.035446797154536	TRUE	R12BP
colony03BP	pathogen.big	163	NA	untreated	TRUE	0.001135792508965	TRUE	R3BP
colony05SP	pathogen.small	30	NA	untreated	TRUE	0.000575079650331	TRUE	R5SP
colony05SP	pathogen.small	31	NA	untreated	TRUE	0.058485404776655	TRUE	R5SP
colony02SP	pathogen.small	28	NA	untreated	TRUE	0.002323841482735	TRUE	R2SP
colony02SP	pathogen.small	29	NA	untreated	TRUE	0.028772195330195	TRUE	R2SP
colony02SP	pathogen.small	30	NA	untreated	TRUE	0.001957066126036	TRUE	R2SP
colony07BP	pathogen.big	168	NA	untreated	TRUE	0.001476474667531	TRUE	R7BP
colony07SP	pathogen.small	26	NA	untreated	TRUE	0.228207282808886	TRUE	R7SP
colony07BP	pathogen.big	169	NA	untreated	TRUE	0.009360466643882	TRUE	R7BP
colony07SP	pathogen.small	27	NA	untreated	TRUE	0.001286019340468	TRUE	R7SP
colony07BP	pathogen.big	170	NA	untreated	TRUE	0.001167662949348	TRUE	R7BP
colony07SP	pathogen.small	28	NA	untreated	TRUE	0.0073737939889	TRUE	R7SP
colony07BP	pathogen.big	172	NA	untreated	TRUE	0.5967899486733	TRUE	R7BP
colony11SP	pathogen.small	31	NA	untreated	TRUE	0.495924426766039	TRUE	R11SP
colony03SP	pathogen.small	29	NA	untreated	TRUE	0.01607084	TRUE	R3SP
colony07BP	pathogen.big	173	NA	untreated	TRUE	0.017969045153351	TRUE	R7BP
colony04BP	pathogen.big	152	NA	untreated	TRUE	0.03123176	TRUE	R4BP
colony07BP	pathogen.big	174	NA	untreated	TRUE	0.105202848730477	TRUE	R7BP
colony11SP	pathogen.small	32	NA	untreated	TRUE	0.017185809759293	TRUE	R11SP
colony07BP	pathogen.big	175	NA	untreated	TRUE	0.014972006259074	TRUE	R7BP
colony11SP	pathogen.small	33	NA	untreated	TRUE	0.010265190184242	TRUE	R11SP
colony11SP	pathogen.small	34	NA	untreated	TRUE	0.001253705410178	TRUE	R11SP
colony01SP	pathogen.small	31	NA	untreated	TRUE	0.039172248417918	TRUE	R1SP
colony07BP	pathogen.big	177	NA	untreated	TRUE	0.013179577857256	TRUE	R7BP
colony01SP	pathogen.small	32	NA	untreated	TRUE	0.105683332651161	TRUE	R1SP
colony07BP	pathogen.big	178	NA	untreated	TRUE	0.095705632990639	TRUE	R7BP
colony01SP	pathogen.small	33	NA	untreated	TRUE	0.033947750370542	TRUE	R1SP
colony07BP	pathogen.big	179	NA	untreated	TRUE	0.000236151114749	FALSE	R7BP
colony07BP	pathogen.big	180	NA	untreated	TRUE	0.001591303434081	TRUE	R7BP
colony07BP	pathogen.big	181	NA	untreated	TRUE	0.001538041309056	TRUE	R7BP
colony07BP	pathogen.big	182	NA	treated	TRUE	0.379907178672876	TRUE	R7BP
colony03BP	pathogen.big	164	NA	untreated	TRUE	0.00131053613466	TRUE	R3BP
colony07BP	pathogen.big	183	NA	untreated	TRUE	0.002061194618944	TRUE	R7BP
colony03BP	pathogen.big	165	NA	untreated	TRUE	0.001787647969734	TRUE	R3BP
colony03BP	pathogen.big	166	NA	untreated	TRUE	0.002793900915607	TRUE	R3BP
colony07BP	pathogen.big	185	NA	untreated	TRUE	0.000464019252365	TRUE	R7BP
colony12BP	pathogen.big	175	NA	untreated	TRUE	0.001047910036762	TRUE	R12BP
colony03BP	pathogen.big	167	NA	untreated	TRUE	0.003891248802141	TRUE	R3BP
colony12BP	pathogen.big	176	NA	treated	TRUE	3.83289568694201	TRUE	R12BP
colony03BP	pathogen.big	168	NA	untreated	TRUE	0.002123757863921	TRUE	R3BP
colony03BP	pathogen.big	169	NA	untreated	TRUE	0.003851749190797	TRUE	R3BP
colony12BP	pathogen.big	177	NA	untreated	TRUE	0.004279401159372	TRUE	R12BP
colony03BP	pathogen.big	170	NA	untreated	TRUE	0.001120745490274	TRUE	R3BP
colony12BP	pathogen.big	178	NA	untreated	TRUE	0.055864896693936	TRUE	R12BP
colony03BP	pathogen.big	171	NA	untreated	TRUE	0.000581361141605	TRUE	R3BP
colony08BP	pathogen.big	166	NA	untreated	TRUE	0.03917508974017	TRUE	R8BP
colony01SP	pathogen.small	34	NA	untreated	TRUE	0.029891726503931	TRUE	R1SP
colony03BP	pathogen.big	172	NA	untreated	TRUE	0.0037868055068	TRUE	R3BP
colony08BP	pathogen.big	167	NA	untreated	TRUE	0.000831442078575	TRUE	R8BP
colony12BP	pathogen.big	180	NA	untreated	TRUE	0.006461093115231	TRUE	R12BP
colony03BP	pathogen.big	173	NA	untreated	TRUE	0.000273441230671	TRUE	R3BP
colony08BP	pathogen.big	168	NA	untreated	TRUE	0.185063171257225	TRUE	R8BP
colony12BP	pathogen.big	181	NA	untreated	TRUE	0.008002671684344	TRUE	R12BP
colony03BP	pathogen.big	174	NA	untreated	TRUE	0.007476063818085	TRUE	R3BP
colony08BP	pathogen.big	169	NA	untreated	TRUE	0.020185871301186	TRUE	R8BP
colony12BP	pathogen.big	182	NA	untreated	TRUE	0.003814617527922	TRUE	R12BP
colony03BP	pathogen.big	175	NA	treated	TRUE	9.61076592674836	TRUE	R3BP
colony08BP	pathogen.big	170	NA	untreated	TRUE	0.000992878256536	TRUE	R8BP
colony12BP	pathogen.big	183	NA	untreated	TRUE	0.000571207630043	TRUE	R12BP
colony03BP	pathogen.big	176	NA	untreated	TRUE	0.000929548383584	TRUE	R3BP
colony08BP	pathogen.big	171	NA	untreated	TRUE	0.004306812848381	TRUE	R8BP
colony03BP	pathogen.big	177	NA	untreated	TRUE	0.013789007251846	TRUE	R3BP
colony08BP	pathogen.big	172	NA	untreated	TRUE	0.002703055731138	TRUE	R8BP
colony12BP	pathogen.big	184	NA	treated	TRUE	4.07267730023297	TRUE	R12BP
colony03BP	pathogen.big	178	NA	untreated	TRUE	0.000672629638517	TRUE	R3BP
colony08BP	pathogen.big	173	NA	untreated	TRUE	0.006679093143898	TRUE	R8BP
colony12BP	pathogen.big	185	NA	untreated	TRUE	0.004211608562821	TRUE	R12BP
colony03BP	pathogen.big	179	NA	untreated	TRUE	0.001066136961493	TRUE	R3BP
colony08BP	pathogen.big	174	NA	untreated	TRUE	0.005249428200524	TRUE	R8BP
colony12BP	pathogen.big	186	NA	untreated	TRUE	0.001209635433484	TRUE	R12BP
colony12BP	pathogen.big	186	NA	untreated	TRUE	0.00250626506218	TRUE	R12BP
colony03BP	pathogen.big	180	NA	untreated	TRUE	0.001344605861098	TRUE	R3BP
colony08BP	pathogen.big	175	NA	untreated	TRUE	0.022059339262891	TRUE	R8BP
colony12BP	pathogen.big	187	NA	untreated	TRUE	0.000661801123347	TRUE	R12BP
colony03BP	pathogen.big	181	NA	untreated	TRUE	0.028644121024548	TRUE	R3BP
colony03BP	pathogen.big	181	NA	untreated	TRUE	0.031816470474698	TRUE	R3BP
colony01SP	pathogen.small	35	NA	untreated	TRUE	0.277077333832124	TRUE	R1SP
colony03BP	pathogen.big	182	NA	untreated	TRUE	0.010684593404243	TRUE	R3BP
colony08BP	pathogen.big	176	NA	untreated	TRUE	0.007409586971203	TRUE	R8BP
colony12BP	pathogen.big	188	NA	untreated	TRUE	0.002377798233093	TRUE	R12BP
colony03BP	pathogen.big	183	NA	treated	TRUE	4.13297710999751	TRUE	R3BP
colony08BP	pathogen.big	177	NA	untreated	TRUE	0.006711444451181	TRUE	R8BP
colony12BP	pathogen.big	189	NA	treated	TRUE	3.68362150738807	TRUE	R12BP
colony03BP	pathogen.big	184	NA	untreated	TRUE	0.006013080250869	TRUE	R3BP
colony08BP	pathogen.big	178	NA	untreated	TRUE	0.001500437811594	TRUE	R8BP
colony12BP	pathogen.big	190	NA	treated	TRUE	11.1574256113648	TRUE	R12BP
colony03BP	pathogen.big	185	NA	untreated	TRUE	0.009137134124681	TRUE	R3BP
colony08BP	pathogen.big	179	NA	treated	TRUE	3.40222083622496	TRUE	R8BP
colony03BP	pathogen.big	186	NA	untreated	TRUE	0.001570218175235	TRUE	R3BP
colony08BP	pathogen.big	180	NA	untreated	TRUE	0.003497470016405	TRUE	R8BP
colony12BP	pathogen.big	192	NA	untreated	TRUE	0.011407539992634	TRUE	R12BP
colony03BP	pathogen.big	187	NA	untreated	TRUE	0.001244517477375	TRUE	R3BP
colony05SP	pathogen.small	33	NA	treated	TRUE	3.01110569316123	TRUE	R5SP
